Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
RÍO CINEMAS SABINAS,EXHIBIDORA DEL BRAVO SA DE CV,11 a 30 personas,AVENIDA,CUAUHTÉMOC,1661,COLONIA,FUNDADORES DE LA LIBERTAD,26740,5,COAHUILA DE ZARAGOZA,28,Sabinas,1,Sabinas,343,27.86766976,-101.1231724,2010-07
RIO CINEMAS TECNOLOGICO,EXHIBIDORA DEL BRAVO SA DE CV,11 a 30 personas,AVENIDA,LIBRAMIENTO MANUEL PÉREZ TREVIÑO,225,COLONIA,TECNOLÓGICO,26080,5,COAHUILA DE ZARAGOZA,25,Piedras Negras,1,Piedras Negras,676,28.69039925,-100.5585756,2010-07
SPYRAL CONOS DE CINEPOLIS,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,EMILIO ARIZPE DE LA MAZA,2019,COLONIA,PARQUES DE LA CAÑADA,25080,5,COAHUILA DE ZARAGOZA,30,Saltillo,1,Saltillo,1852,25.37610343,-101.0131038,2020-11
C. COLIMA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,PERIFERICO,TERCER ANILLO PERIFÉRICO,301,COLONIA,LAS PRIMAVERAS,28050,6,COLIMA,2,Colima,1,Colima,1509,19.26564487,-103.6972709,2013-07
C. MANZANILLO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,PASEO DE LAS GAVIOTAS,450,COLONIA,VALLE DE LAS GARZAS,28219,6,COLIMA,7,Manzanillo,1,Manzanillo,1539,19.1026555,-104.326177,2017-03
C. PLAZA SAN FERNANDO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,CONSTITUCIÓN,555,COLONIA,LOMAS DE CIRCUNVALACION,28010,6,COLIMA,2,Colima,1,Colima,318,19.25225188,-103.7203919,2012-06
C. PUNTO BAHIA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,Licenciado Miguel de la Madrid Hurtado,3275,COLONIA,PLAYA AZUL,28218,6,COLIMA,7,Manzanillo,1,Manzanillo,329,19.10011009,-104.3250733,2010-07
CINEMA MICRO 2001,SINDICATO DE TRABAJADORES DE LA INDUSTRIA CINEMATOGRAFICA SIMILARES Y CONEXOS DE LA REPUBLICA SECC 14 ,0 a 5 personas,CALLE,MACLOVIO HERRERA,47,COLONIA,CENTRO,28000,6,COLIMA,2,Colima,1,Colima,746,19.24669285,-103.7258877,2010-07
CINEMAS DEL COUNTRY,OPERADORA DE CINES Y TEATROS EN ESTADO DE COLIMA SA DE CV,31 a 50 personas,AVENIDA,FELIPE SEVILLA DEL RIO,201,COLONIA,JARDINES DE VISTA HERMOSA,28017,6,COLIMA,2,Colima,1,Colima,835,19.25457853,-103.7145219,2010-07
CINEMEX COLIMA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,MARÍA AHUMADA DE GÓMEZ,371,COLONIA,CAMPESTRE,28978,6,COLIMA,10,Villa de Álvarez,1,Ciudad de Villa de Álvarez,95,19.27389922,-103.7391428,2010-07
CINEPOLIS,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,AVENIDA,INSURGENTES,35,COLONIA,CENTRO,28100,6,COLIMA,9,Tecomán,1,Tecomán,499,18.91596695,-103.8772274,2021-05
C. CRYSTAL TAPACHULA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CARRETERA,A PUERTO MADERO KILÓMETRO 2,0,COLONIA,HORTALIZAS JAPONESAS,30797,7,CHIAPAS,89,Tapachula,1,Tapachula de Córdova y Ordóñez,105A,14.89433956,-92.27379707,2010-07
C. GALERÍAS TAPACHULA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CARRETERA,TAPACHULA PUERTO MADERO KILÓMETRO 2.5,0,COLONIA,LAS HORTENCIAS,30797,7,CHIAPAS,89,Tapachula,1,Tapachula de Córdova y Ordóñez,1172,14.87547916,-92.28545288,2010-07
C. MC VILLAFLORES,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,SEXTA SUR,48,COLONIA,ALMACENES,30470,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,268A,16.76320678,-93.14161569,2010-07
C. PARQUE TUXTLA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,QUINTA NORTE PONIENTE,2651,COLONIA,CENTRO,29000,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,268A,16.7631618,-93.1405501,2010-07
C. PLAZA COMITÁN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,DE LAS FEDERACIONES KILÓMETRO 1260.50,4021,COLONIA,CHICHIMA ACAPETAHUA COMITAN DE DOMINGUEZ,30098,7,CHIAPAS,19,Comitán de Domínguez,1,Comitán de Domínguez,729,16.21539597,-92.11573123,2014-12
C. SAN CRISTÓBAL DE LAS CASAS,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,DIAGONAL,HERMANOS PANIAGUA,50,BARRIO,SAN RAMÓN,29240,7,CHIAPAS,78,San Cristóbal de las Casas,1,San Cristóbal de las Casas,433,16.73351077,-92.65202425,2010-07
C. TONALA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,HIDALGO,312,COLONIA,DEL VALLE,30500,7,CHIAPAS,97,Tonalá,1,Tonalá,602,16.10367443,-93.77508527,2016-01
C. TUXTLA GUTIÉRREZ,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,LIBRAMIENTO NORTE PONIENTE,2851,COLONIA,MIRAVALLE,29039,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,250A,16.77301736,-93.12885043,2010-07
C. TUXTLA POLIFORUM,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,ANDRÉS SERRA ROJAS,250,COLONIA,EL RETIRO,29040,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,1709,16.74792619,-93.08273645,2010-07
CINEMEX,CINEMEX ,31 a 50 personas,CALLE,NINGUNO,,COLONIA,MONROY,30740,7,CHIAPAS,89,Tapachula,1,Tapachula de Córdova y Ordóñez,757,14.9044303,-92.24777424,2020-11
CINEMEX AMBAR CAPITAL,OPERADORA DE CINEMAS SA DE CV,0 a 5 personas,CALLE,NINGUNO,651,COLONIA,PATRIA NUEVA,29045,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,1713,16.74513824,-93.07498471,2020-11
CINEMEX GALERÍAS TUXTLA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,DOCTOR BELISARIO DOMÍNGUEZ,1861,COLONIA,BUGAMBILIAS,29056,7,CHIAPAS,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,433,16.75518942,-93.1479572,2017-03
CINEMEX TAPACHULA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,DE LA JUVENTUD,182,COLONIA,COAPANTES,30797,7,CHIAPAS,89,Tapachula,1,Tapachula de Córdova y Ordóñez,105A,14.89327235,-92.27448866,2014-12
CINESTAR,,11 a 30 personas,PERIFERICO,ORIENTE NORTE,3,BARRIO,HERRADERO,29950,7,CHIAPAS,59,Ocosingo,1,Ocosingo,1737,16.91545587,-92.09370606,2019-11
MOTOCINEMA,,0 a 5 personas,AVENIDA,TERCERA NORTE,,BARRIO,CENTRO,30900,7,CHIAPAS,57,Motozintla,1,Motozintla de Mendoza,185,15.36492363,-92.24878716,2019-11
VIDEO SAM,,0 a 5 personas,CALLE,DOCE COMUNIDADES,0,BARRIO,BARRIO LAS AMERICAS,29955,7,CHIAPAS,114,Benemérito de las Américas,1,Benemérito de las Américas,56,16.51283116,-90.65567911,2014-12
C. CHIHUAHUA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,ZARAGOZA,1114,COLONIA,GRANJAS,31160,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,2946,28.67375385,-106.1011883,2010-07
C. CUAUHTÉMOC CHIHUAHUA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,JOSÉ DE SAN MARTÍN,1720,COLONIA,SAN ANTONIO,31530,8,CHIHUAHUA,17,Cuauhtémoc,1,Cuauhtémoc,856,28.40926402,-106.8539724,2010-07
C. JUÁREZ ZARAGOZA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,ZARAGOZA,6008,CIUDAD INDUSTRIAL,PARQUE INDUSTRIAL ZARAGOZA,32685,8,CHIHUAHUA,37,Juárez,1,Juárez,2465,31.65920968,-106.4422336,2010-07
C. LAS MISIONES (CD. JUÁREZ),CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,Teófilo Borunda,8681,COLONIA,PARTIDO IGLESIAS,32618,8,CHIHUAHUA,37,Juárez,1,Juárez,2111,31.68518475,-106.4102628,2010-07
C. LAS TORRES CD. JUÁREZ,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,LAS TORRES,2111,COLONIA,VALLE DE BRAVO,32000,8,CHIHUAHUA,37,Juárez,1,Juárez,6862,31.62554423,-106.3938621,2010-07
C. PARRAL CHIHUAHUA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,TECNOLÓGICO,31,COLONIA,GUAYÍN,33855,8,CHIHUAHUA,32,Hidalgo del Parral,1,Hidalgo del Parral,392,26.93195437,-105.6498175,2014-12
C. PLAZA DEL SOL CHIHUAHUA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,PERIFÉRICO DE LA JUVENTUD,3501,COLONIA,PUERTA DE HIERRO 1,31207,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,6987,28.62547041,-106.1153793,2010-07
C. SENDERO JABIL,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,ALEJANDRO DUMAS,11377,COLONIA,COMPLEJO INDUSTRIAL CHIHUAHUA,31136,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,5828,28.7172624,-106.1166039,2018-03
C. SENDERO JUÁREZ,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,GOMEZ MORÍN,11219,COLONIA,PARTIDO SENECU,32540,8,CHIHUAHUA,37,Juárez,1,Juárez,756A,31.69103498,-106.3808815,2010-07
C. VIP FASHION MALL,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,PERIFERICO,Av. de la Juventud (Lic. Luis Donaldo Colosio Murrieta),3501,COLONIA,PUERTA DE HIERRO,31207,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,6987,28.62395971,-106.1144021,2020-04
C. VIP LAS MISIONES CD. JUAREZ,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,,Teófilo Borunda,8681,COLONIA,PARTIDO IGLESIAS,32618,8,CHIHUAHUA,37,Juárez,1,Juárez,2111,31.68437355,-106.4085045,2020-04
CINE DORADO,DIGITAL CINEMEDIA ,0 a 5 personas,CALLE,FRANCISCO VILLA,107,COLONIA,CENTRO,32000,8,CHIHUAHUA,37,Juárez,1,Juárez,844,31.73980377,-106.4830922,2010-07
CINE MAGIC,COMPONENTES DIGITALES PARA CINES SA DE CV,11 a 30 personas,AVENIDA,FEDOR DOSTOYEVSKY,1702,COLONIA,ALAMEDAS,31136,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,6351,28.72831854,-106.1148022,2019-11
CINE VARIEDADES,,6 a 10 personas,CALLE,MINERVA,201,COLONIA,NUEVO CASAS GRANDES CENTRO,31700,8,CHIHUAHUA,50,Nuevo Casas Grandes,1,Nuevo Casas Grandes,475,30.41713879,-107.9119988,2010-07
CINEMA DELICIAS,,11 a 30 personas,AVENIDA,4 SUR,0,SECTOR,SUR,33000,8,CHIHUAHUA,21,Delicias,1,Delicias,670,28.19024117,-105.4745093,2010-07
CINEMAGIC,COMPONENTES DIGITALES PARA CINES SA DE CV,11 a 30 personas,AVENIDA,FEDOR DOSTOIEVSKI,1702,COLONIA,CHIHUAHUA SIGLO XXI,31136,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,6351,28.72807069,-106.1154557,2019-11
CINEMEX  SANDERS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,SANDERS,1551,COLONIA,EL BARREAL,32830,8,CHIHUAHUA,37,Juárez,1,Juárez,3660,31.72261046,-106.4693849,2014-12
CINEMEX DELICIAS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,10 ORIENTE,1000,COLONIA,SECTOR ORIENTE PLAZA OASIS,33088,8,CHIHUAHUA,21,Delicias,1,Delicias,721,28.18664321,-105.4626415,2014-12
CINEMEX FUENTES MARES,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,FUENTES MARES,300,COLONIA,SANTA ROSA,33000,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,2325,28.62145088,-106.0513067,2016-01
CINEMEX GALERÍAS TEC,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,TECNOLÓGICO,1770,FRACCIONAMIENTO,FUENTES DEL VALLE,32500,8,CHIHUAHUA,37,Juárez,1,Juárez,4264,31.71517427,-106.4242537,2014-12
CINEMEX HOLLYWOOD CHIHUAHUA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,LATERAL PERIFÉRICO DE LA JUVENTUD,7301,COLONIA,HACIENDAS DEL VALLE,31340,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,5940,28.63247646,-106.1214249,2010-07
CINEMEX JUVENTUD,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CIRCUITO,UNIVERSITARIO,401,COLONIA,PASEOS DE CHIHUAHUA,31119,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,5461,28.70391184,-106.1283052,2014-12
CINEMEX MIRADOR,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,ANTONIO ORTIZ MENA,3300,COLONIA,LAS AGUILAS,33000,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,2185,28.63933536,-106.0989076,2016-01
CINEMEX PLAZA EL CAMINO CD JUÁREZ,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,EJÉRCITO NACIONAL,7595,COLONIA,DEL MARQUEZ,33000,8,CHIHUAHUA,37,Juárez,1,Juárez,5243,31.70180132,-106.4152774,2010-07
CINEMEX SAN LORENZO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,TECNOLÓGICO,5298,COLONIA,SAN LORENZO,32500,8,CHIHUAHUA,37,Juárez,1,Juárez,492,31.73407101,-106.4246962,2016-01
CINEPOLIS,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,AVENIDA DE LAS INDUSTRIAS,11377,PARQUE INDUSTRIAL,COMPLEJO INDUSTRIAL CHIHUAHUA,31136,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,5828,28.72251482,-106.1102153,2020-11
CINEPOLIS JIMENEZ,CINEPOLIS JIMENEZ ,31 a 50 personas,AVENIDA,SOR JUANA INES DE LA CRUZ,12,COLONIA,BENITO JUAREZ,33980,8,CHIHUAHUA,36,Jiménez,1,José Mariano Jiménez,1351,27.12253129,-104.9215232,2020-11
CINÉPOLIS JUAREZ CENTRO MALL,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,MARIANO SAMANIEGO,574,COLONIA,BELLAVISTA,32130,8,CHIHUAHUA,37,Juárez,1,Juárez,825,31.74161892,-106.487419,2019-04
CINEPOLIS LA MONUMENTAL,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,Paseo Triunfo de la República,4630,COLONIA,COLEGIO,32310,8,CHIHUAHUA,37,Juárez,1,Juárez,473,31.73708469,-106.443677,2020-04
CINEPOLIS LAS AMÉRICAS JUÁREZ,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Benjamín Franklin,3220,COLONIA,MARGARITAS,32300,8,CHIHUAHUA,37,Juárez,1,Juárez,469,31.74204247,-106.4530027,2020-04
CINEPOLIS MC JIMÉNEZ CHIHUAHUA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Sor Juana Inés de la Cruz,1202,COLONIA,CENTRO,33960,8,CHIHUAHUA,36,Jiménez,1,José Mariano Jiménez,1351,27.12272302,-104.9213902,2020-04
CINEPOLIS PASEO CENTRAL,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,DE LA JUVENTUD,5915,COLONIA,HACIENDA DEL VALLE,31216,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,6991,28.63148337,-106.1210065,2019-11
CINEPOLIS PASEO CENTRAL,CINEPOLIS DE MEXICO SA DE CV,0 a 5 personas,AVENIDA,AV. DE LA JUVENTUD (LIC. LUIS DONALDO COLOSIO MURRIETA),5915,COLONIA,HACIENDAS DEL VALLE I,31217,8,CHIHUAHUA,19,Chihuahua,1,Chihuahua,6991,28.63150698,-106.121017,2020-11
BODEGA DE CINEMEX,BODEGA DE CINEMEX ,0 a 5 personas,CALLE,LAGO ISEO,72,COLONIA,ANAHUAC,11320,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,181,19.44806844,-99.18126199,2020-11
C. ACOXPA MÉXICO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALZADA,Acoxpa,430,COLONIA,RESIDENCIAL ACOXPA,14300,9,CIUDAD DE MÉXICO,12,Tlalpan,1,Tlalpan,214,19.29774538,-99.13750172,2012-06
C. AJUSCO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CARRETERA,picacho ajusco,175,COLONIA,HÉROES DE PADIERNA,14200,9,CIUDAD DE MÉXICO,12,Tlalpan,1,Tlalpan,2070,19.30168785,-99.21190768,2017-03
C. AZCAPOTZALCO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,AZCAPOTZALCO,527,COLONIA,AZCAPOTZALCO,2000,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco,472,19.47811463,-99.1870312,2010-07
C. COPILCO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,PEDRO ENRÍQUEZ UREÑA,546,COLONIA,LOS REYES COYOACÁN,4330,9,CIUDAD DE MÉXICO,3,Coyoacán,1,Coyoacán,1105,19.30270245,-99.1900403,2010-07
C. DIANA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,PASEO DE LA REFORMA,423,COLONIA,CUAUHTEMOC,6500,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,930,19.42565843,-99.17140097,2010-07
C. FÓRUM BUENAVISTA,CINEPOLIS DE MEXICO SA DE CV,101 a 250 personas,EJE VIAL,1 NORTE (MOSQUETA),259,COLONIA,BUENA VISTA,6350,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,049A,19.44690178,-99.15255762,2014-12
C. IZTAPALAPA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALZADA,8 SUR (CALZADA ERMITA IZTAPALAPA),3417,COLONIA,XALAPA,9640,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,2691,19.3482929,-99.01848792,2011-03
C. MIRAMONTES,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALZADA,CANAL DE MIRAMONTES,2053,COLONIA,LOS GIRASOLES III,4920,9,CIUDAD DE MÉXICO,3,Coyoacán,1,Coyoacán,168A,19.30962094,-99.12428195,2010-07
C. PARQUE JARDIN,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,AVENIDA,JARDÍN,330,COLONIA,DEL GAS,2950,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco,542,19.46870157,-99.15941877,2017-11
C. PATIO SANTA FE,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,MÉXICO TOLUCA (PROLONGACIÓN PASEO DE LA REFORMA),400,COLONIA,SANTA FE PEÑA BLANCA,1376,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1379,19.37834523,-99.25402468,2014-12
C. PATIO UNIVERSIDAD,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,8 Sur (Avenida Popocatépetl),546,COLONIA,XOCO,3330,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,952,19.36593366,-99.16668968,2016-01
C. PERISUR,CINEPOLIS DE MEXICO SA DE CV,101 a 250 personas,CALLE,BOULEVARD ADOLFO RUÍZ CORTINES,4690,AMPLIACION,JARDÍN DEL PEDREGAL,4500,9,CIUDAD DE MÉXICO,3,Coyoacán,1,Coyoacán,1105,19.30560373,-99.19010511,2017-03
C. PLAZA CENTRAL,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,4 ORIENTE (RÍO CHURUBUSCO),1635,COLONIA,CENTRAL DE ABASTOS,9040,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,2475,19.37783261,-99.09613569,2011-03
C. PLAZA EL ROSARIO DF,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,EL ROSARIO,1025,COLONIA,EL ROSARIO,2100,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco,928,19.50192411,-99.20413981,2014-12
C. PLAZA OASIS COYOACAN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,UNIVERSIDAD,1778,COLONIA,ROMERO DE TERREROS,4310,9,CIUDAD DE MÉXICO,3,Coyoacán,1,Coyoacán,1105,19.30271537,-99.18994146,2010-07
"C. POLANCO ZURICH, DF",CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,LAGO ZÚRICH,245,COLONIA,GRANDA AMPLIACION,11529,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,444,19.44110977,-99.20300762,2010-07
C. PORTAL LA VIGA OLIMEX,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,RÍO CHURUBUSCO,583,COLONIA,SECTOR POPULAR,9060,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa,676,19.36906888,-99.12166222,2014-12
C. SAMARA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,ANTONIO DOVALÍ JAIME,70,COLONIA,SANTA FE,1210,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1542,19.36811761,-99.25990553,2017-03
C. TORRES LINDAVISTA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,MIGUEL OTHÓN DE MENDIZABAL ORIENTE,343,COLONIA,NUEVA INDUSTRIAL VALLEJO,7700,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,525,19.50751724,-99.1440319,2010-07
C. UNIVERSIDAD,CINEPOLIS DE MEXICO SA DE CV,101 a 250 personas,AVENIDA,UNIVERSIDAD,1000,COLONIA,SANTA CRUZ ATOYAC,3310,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,825,19.36734959,-99.16675476,2010-07
C. VALLEJO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALZADA,1 PONIENTE (CALZADA VALLEJO),1090,COLONIA,INDUSTRIAL VALLEJO,2300,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco,877,19.48697511,-99.1513466,2020-04
C. VIP ARCOS BOSQUES,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,PASEO DE LOS TAMARINDOS,90,COLONIA,BOSQUES DE LAS LOMAS,5120,9,CIUDAD DE MÉXICO,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos,195,19.38740946,-99.25214721,2010-07
C. VIP MIYANA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,EJÉRCITO NACIONAL MEXICANO,769,COLONIA,GRANADA,11560,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,552,19.4384524,-99.19981892,2018-03
C. VIP OASIS COYOACÁN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,UNIVERSIDAD,1778,COLONIA,ROMERO DE TERREROS,4310,9,CIUDAD DE MÉXICO,3,Coyoacán,1,Coyoacán,249,19.34621572,-99.18065102,2019-11
C. VIP PERISUR,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,Boulevard Adolfo Ruíz Cortines,4690,COLONIA,INSURGENTES CUICUILCO,4500,9,CIUDAD DE MÉXICO,3,Coyoacán,1,Coyoacán,1105,19.30271476,-99.18994615,2020-04
C. ZARAGOZA PLAZA AEROPUERTO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALZADA,GENERAL IGNACIO ZARAGOZA,270,COLONIA,SANTACRUZ AVIACION,15540,9,CIUDAD DE MÉXICO,17,Venustiano Carranza,1,Venustiano Carranza,1007,19.42048709,-99.09672148,2012-06
CENTRAL FILMS,CENTRAL FILMS SA DE CV,251 y más personas,CALLE,ANATOLE FRANCE,349,COLONIA,POLANCO REFORMA,11550,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,641,19.4376002,-99.19726226,2010-07
CIMEMEX MANACAR,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,INSURGENTES SUR,1457,COLONIA,INSURGENTES MIXCOAC,3920,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,793,19.3687784,-99.18075243,2017-11
CINE OPERADORA JPMT,,11 a 30 personas,CALLE,TONALA,261,COLONIA,ROMA SUR,6760,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,1375,19.40902085,-99.16044959,2010-07
CINE SAVOY,DISTRI VIDEO SA DE CV,6 a 10 personas,CALLE,16 DE SEPTIEMBRE,6,COLONIA,CENTR0,6000,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,767,19.4328087,-99.14065395,2019-11
CINE TACUBA,,0 a 5 personas,AVENIDA,CALZADA MEXICO TACUBA,692,COLONIA,TACUBA,11410,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,162,19.45846352,-99.18502026,2010-07
CINE TOP,EXTRA CINEMAS SA DE CV,11 a 30 personas,AVENIDA,AQUILES SERDAN,400,BARRIO,SANTA APOLONIA,2790,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco,472,19.47297007,-99.18943306,2016-10
CINE VENUS,DISTRITUR SA DE CV,0 a 5 personas,CALLE,REPUBLICA DE CHILE,34,COLONIA,CENTRO (ÁREA 2),6000,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc,644,19.43788509,-99.13563356,2010-07
CINE VILLA OLIMPICA,ALCALDIA TLALPAN ,0 a 5 personas,OTRO (ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,0,COLONIA,PARQUES DEL PEDREGAL,14010,9,CIUDAD DE MÉXICO,12,Tlalpan,1,Tlalpan,89,19.29863948,-99.18798036,2019-11
